Song,Nation,Year,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,SpectralCentroid,SpectralRolloff,SpectralFlatness,SpectralBandwidth,ZeroCrossingRate
100 Prozent - Eclypse,Germany,1994,-136.76577758789062,109.77062225341797,18.471238136291504,32.84733009338379,0.24250245094299316,18.61901092529297,-2.547394037246704,7.619226694107056,-0.6664482355117798,6.334628105163574,-7.129942417144775,-0.598650336265564,-0.8769955337047577,1676.2634565617368,4102.0751953125,0.00419060396961865,2316.670256225631,0.04541015625
100 Prozent - Power Of The Light (100 Prozent-Mix),Germany,1994,-93.29378509521484,60.04533576965332,29.972612380981445,25.22400951385498,6.0687255859375,17.374496459960938,2.783162236213684,17.081531524658203,-0.6941767632961273,13.30904483795166,-4.457982063293457,9.69845199584961,-3.6883100271224976,3222.5051600516936,7611.9873046875,0.02168702706694595,3186.5554851935635,0.125
100 Prozent - Power Of The Light (Radio Edit),Germany,1994,-7.90203332901001,78.1875991821289,15.557424068450928,21.72238826751709,3.1208341121673584,11.530022144317627,-3.761817574501037,13.658649921417236,-5.439512729644775,12.754429817199707,-6.179307222366333,9.929371356964111,-5.609188556671143,2732.8135696817576,6772.1923828125,0.01863036490976805,2943.21870385835,0.10595703125
1000 Micro Dats - The Centre (Tuned Mix),Germany,1993,-185.23284149169922,61.33305358886719,25.918828010559082,20.20798110961914,-2.879579186439514,18.47685146331787,-1.1831881999969482,8.83347225189209,-5.754635334014893,7.877682685852051,-1.3913034200668335,11.42829179763794,-0.44474121928215027,3255.849449602421,7407.421875,0.0188191076740622,3128.6931559177065,0.0947265625
16 Bit - Where are you,Germany,1986,-210.63549041748047,136.07858276367188,-6.991982936859131,39.23596382141113,3.719451665878296,15.171088218688965,-6.8441643714904785,6.886473178863525,-8.656977653503418,1.6638949513435364,-8.69242238998413,-1.874988079071045,-5.905675411224365,1356.2328247380874,2734.716796875,0.0013184900744818,1759.208722919067,0.05712890625
2 German Latinos - Gigolo Gigolette (Delkom Dance Mix),Germany,1989,-191.55767822265625,42.02384948730469,36.02161407470703,42.879539489746094,12.862079620361328,26.88660430908203,2.3912854194641118,22.742111206054688,-3.4482879638671875,9.094676971435549,0.3770908117294311,13.141385078430176,-4.654389381408691,3239.252857850083,7515.087890625,0.0153878917917609,3025.3176082899035,0.08642578125
2 German Latinos - Viva La Droga Electronica (Subliminal Style),Germany,1991,-79.91028594970703,69.84538269042969,1.538712978363037,23.058494567871094,3.2935519218444824,23.392269134521484,-4.347943305969238,10.647330284118652,-7.8009033203125,8.745229721069336,0.8128398060798645,10.049209594726562,-4.335346221923828,2800.762965938846,6438.427734375,0.0245515350252389,2805.7048845691115,0.115234375
2 German Latinos - Yo Soy Tu Droga (Dominant Style),Germany,1991,-92.542724609375,72.0381851196289,-2.702009916305542,25.300344467163086,1.2880109548568726,22.061725616455078,-5.010747909545898,9.132293701171875,-8.627854347229004,8.693768501281738,0.32572963833808893,8.912414073944092,-5.278061628341675,2708.57578861828,6169.2626953125,0.020475742407143102,2711.8392922839334,0.1181640625
2 Megabite - Beat The Feet (Insert Disk Version),Germany,1990,-126.27049255371094,44.5980224609375,-8.044793128967285,40.71229553222656,11.082205295562744,22.964903831481934,-2.96095085144043,18.764711380004883,-0.9197656214237214,13.17598009109497,-2.1856688261032104,7.362499237060547,-3.229258418083191,3103.8761021947184,6395.361328125,0.02519390918314455,2661.3198988947033,0.1328125
2 X-Treme - Der General (Bewegt Euch),Germany,1992,-94.17402648925781,71.37034225463867,20.008939743041992,34.044639587402344,4.443100690841675,20.46410846710205,-4.444215774536133,13.688287734985352,-3.6085493564605713,11.779746532440186,-3.7047343254089355,10.006320476531982,-4.121966600418091,2717.226142838813,6632.2265625,0.015834813937544802,2958.6595286209695,0.0830078125
2Hard Out On Hi - One Good Nite On Hi,Germany,1988,-111.92559814453124,98.60413360595705,3.542057991027832,22.71626663208008,0.51417076587677,10.646614074707031,-5.7038116455078125,13.790515899658203,-8.397457122802734,6.800469398498535,-8.153006553649902,3.87185001373291,-8.553157806396484,2186.1152953814862,5146.435546875,0.011539090424776,2521.1795039300546,0.080078125
3 Minute Tantra - Skydiver,Germany,1994,-105.2237892150879,107.32157135009766,1.446187973022461,36.29279899597168,18.215935707092285,35.40584373474121,4.91269850730896,14.096834659576416,5.8336875438690186,18.069135665893555,-3.3351727724075317,5.3874146938323975,-7.239582777023315,1674.4679348911345,3816.76025390625,0.00231996329966925,2235.51816048035,0.078125
3 Of The Living - Rhythm Of Life (Chill-out),Germany,1993,-255.9493637084961,144.40319061279297,-4.9917755126953125,35.69463348388672,-5.125684976577759,14.97826099395752,-1.8953955173492432,9.16389799118042,2.189347505569458,7.424776792526245,-1.8218551874160767,1.8593894839286804,1.3456880450248718,1150.2621751205384,2379.4189453125,0.00028929987456645,1530.6671845414721,0.04833984375
3 Of The Living - Rhythm Of Life (Extended Version),Germany,1993,-107.73207092285156,80.89898681640625,5.386739730834961,34.51526641845703,6.632689476013184,12.898918151855469,-0.7988511323928833,7.2880048751831055,-6.486458778381348,6.94652271270752,-4.805833339691162,9.540325164794922,-4.524035930633545,2513.9883512795104,5975.4638671875,0.0103675257414579,2724.127282067883,0.09326171875
3 Of The Living - Rhythm Of Life (Techno(per)version),Germany,1993,-119.39396667480467,81.53252410888672,18.72563362121582,32.28357696533203,11.071205139160156,16.663341522216797,-0.0046866685152053,18.33946228027344,-3.261159658432007,10.558511734008787,-1.5358655452728271,6.8899431228637695,-7.5571208000183105,2344.4069527393804,5910.8642578125,0.0079964352771639,2788.9388357191924,0.07958984375
3 Phase - Road 3,Germany,1994,-169.64749145507812,92.87532043457033,42.58366394042969,36.75224685668945,13.388520240783691,16.707725524902344,-11.47653579711914,12.170831680297852,-13.942173957824709,5.847432613372803,-8.563390731811523,6.1763410568237305,-6.761334419250488,2133.76135309572,6018.5302734375,0.0057233502157032,2798.2476905890726,0.0693359375
3 Phase - Road 4,Germany,1994,-162.5418243408203,78.09705352783203,40.31806945800781,37.60688781738281,8.359124183654785,18.4196834564209,-9.1063814163208,15.60594892501831,-8.889824867248535,12.107326507568358,-6.440646648406982,7.952057838439941,-4.486019611358643,2492.9253926080055,6707.5927734375,0.0086523294448852,2949.0355271157223,0.098876953125
3 Phase - Road 5,Germany,1994,-153.98822021484375,115.05943298339844,8.566465377807617,37.993648529052734,3.025607109069824,14.294031143188477,-3.793025016784668,5.6022491455078125,-3.671203374862671,5.688010931015015,-1.4077420830726624,5.229788064956665,-2.1856061220169067,1503.802328123153,3509.912109375,0.0019184817210770502,2148.858043120573,0.0517578125
3 Phase - Rota,Germany,1993,-132.68852996826172,69.68444442749023,19.193568229675293,22.65058708190918,8.69273567199707,26.24023151397705,-6.703118324279785,15.981953620910645,-6.02583646774292,15.491700649261475,-3.702112913131714,9.672931671142578,-3.8453209400177,2819.477110679189,6998.291015625,0.01642387453466645,2975.9894779141086,0.12255859375
3 Phase - The Sun,Germany,1992,9.549744129180908,99.12213134765626,-28.9558744430542,22.093064308166504,-11.838582992553711,15.282204627990723,-10.15721607208252,9.07109546661377,-6.9032251834869385,13.599867343902588,-10.190460205078125,7.412551641464233,-0.2883028984069824,2259.78651045034,4414.306640625,0.0127394841983914,2168.350091799292,0.12060546875
3 RD Electric - Hydro,Germany,1991,-180.4284896850586,96.85913467407227,24.153162002563477,19.05573272705078,3.552549362182617,19.160546302795407,-2.932952404022217,7.696522235870361,-5.452213764190674,6.091249704360962,-4.140326976776123,6.298370599746704,-5.531928062438965,2066.17633518812,5620.166015625,0.007668180624023,2740.394797007075,0.0791015625
